trading_date,VCB_close,VCB_log_return,VCB_range_pct,VCB_ohlc_invalid,VCB_zero_volume,VCB_hose_disruption,FPT_close,FPT_log_return,FPT_range_pct,FPT_ohlc_invalid,FPT_zero_volume,FPT_hose_disruption,VIC_close,VIC_log_return,VIC_range_pct,VIC_ohlc_invalid,VIC_zero_volume,VIC_hose_disruption,HPG_close,HPG_log_return,HPG_range_pct,HPG_ohlc_invalid,HPG_zero_volume,HPG_hose_disruption,VNM_close,VNM_log_return,VNM_range_pct,VNM_ohlc_invalid,VNM_zero_volume,VNM_hose_disruption,VNINDEX_close,VNINDEX_log_return,VNINDEX_range_pct,VNINDEX_ohlc_invalid,VNINDEX_zero_volume,VNINDEX_hose_disruption,VN30_close,VN30_log_return,VN30_range_pct,VN30_ohlc_invalid,VN30_zero_volume,VN30_hose_disruption
2012-02-20,6.05,0.04565458935846389,0.029752066115702434,0,0,0,4.52,0.03833614874354718,0.03761061946902654,0,0,0,9.42,-0.00950878796902721,0.06263269639065816,0,0,0,0.83,0.04939275532957635,0.03614457831325291,0,0,0,13.45,0.01121507082013995,0.01635687732341999,0,0,0,413.98,0.026136961600322195,0.013333977486835069,0,0,0,465.44,0.0310281693042862,0.013492609144035692,0,0,0
2012-02-21,6.1,0.008230499136515412,0.04098360655737705,0,0,0,4.52,0.0,0.017699115044247607,0,0,0,9.42,0.0,0.03503184713375797,0,0,0,0.81,-0.02439145312415905,0.049382716049382616,0,0,0,13.37,-0.005965714933996669,0.011219147344801823,0,0,0,410.91,-0.007443451064805373,0.028887104232070294,0,0,0,462.27,-0.00683405878501997,,1,0,0
2012-02-22,6.37,0.043310698404806613,0.03924646781789639,0,0,0,4.56,0.008810629682154847,0.017543859649122823,0,0,0,9.59,0.017885800307074984,0.03441084462982274,0,0,0,0.85,0.048202101817877596,0.03529411764705886,0,0,0,13.37,0.0,0.01121914734480169,0,0,0,418.41,0.018087600623873712,0.018594201859420255,0,0,0,470.97,0.018645261758464038,,1,0,0
2012-02-23,6.46,0.0140298482104384,0.02786377708978324,0,0,0,4.56,0.0,0.017543859649122823,0,0,0,9.59,0.0,0.01772679874869655,0,0,0,0.89,0.04598511324182343,0.04494382022471914,0,0,0,13.45,0.005965714933996669,0.01635687732341999,0,0,0,423.89,0.013012174572168966,0.017551723324447377,0,0,0,476.4,0.011463439760809102,0.01788413098236772,0,0,0
2012-02-24,6.65,0.028987536873252395,0.03909774436090222,0,0,0,4.56,0.0,0.017543859649122823,0,0,0,9.34,-0.026414636654595647,0.03533190578158459,0,0,0,0.93,0.043963123421116135,0.03225806451612906,0,0,0,13.37,-0.005965714933996669,0.011219147344801823,0,0,0,423.43,-0.001085776436745789,0.014146376024372409,0,0,0,477.77,0.002871607662016551,,1,0,0
2012-02-27,6.7,0.0074906717291576275,0.025373134328358197,0,0,0,4.6,0.008733679968754515,0.017391304347826105,0,0,0,9.17,-0.018368965972377804,0.045801526717557245,0,0,0,0.98,0.052367985517315904,0.05102040816326524,0,0,0,13.37,0.0,0.01121914734480169,0,0,0,428.41,0.011692469797423222,0.011881141896781062,0,0,0,485.85,0.01677048914228685,,1,0,0
2012-02-28,6.51,-0.02876807017644256,0.02150537634408611,0,0,0,4.56,-0.008733679968754515,0.017543859649122823,0,0,0,9.17,0.0,0.027262813522355506,0,0,0,0.93,-0.052367985517315904,0.05376344086021498,0,0,0,13.3,-0.005249355886143281,0.010526315789473592,0,0,0,422.22,-0.014554175765046473,0.022405381080953142,0,0,0,480.89,-0.010261380561974676,,1,0,0
2012-02-29,6.43,-0.012364917970949962,0.024883359253499247,0,0,0,4.6,0.008733679968754515,0.017391304347826105,0,0,0,8.76,-0.04574138132007333,0.04680365296803655,0,0,0,0.96,0.03174869831458021,0.052083333333333266,0,0,0,13.3,0.0,0.010526315789473592,0,0,0,423.64,0.0033575327689554513,0.013289585497120187,0,0,0,485.18,0.008881402381432757,0.01811698750979022,0,0,0
2012-03-01,6.72,0.04411361628553023,0.04613095238095232,0,0,0,4.6,0.0,0.008695652173913052,0,0,0,8.34,-0.04913268857764441,0.02038369304556354,0,0,0,0.96,0.0,0.020833333333333353,0,0,0,13.23,-0.005277057100844029,0.005291005291005312,0,0,0,427.95,0.010122328352150767,0.012384624372006102,0,0,0,491.01,0.01194453808099638,,1,0,0
2012-03-02,6.86,0.02061928720273576,0.03498542274052481,0,0,0,4.64,0.008658062743114758,0.017241379310344845,0,0,0,8.76,0.04913268857764441,0.02853881278538813,0,0,0,0.99,0.030771658666753715,0.03030303030303033,0,0,0,13.3,0.005277057100844029,0.01127819548872183,0,0,0,439.6,0.026858856201847026,0.017766151046405828,0,0,0,503.54,0.025198658709966182,0.016463438852921355,0,0,0
2012-03-05,7.19,0.04698372999516143,0.029207232267037544,0,0,0,4.85,0.04426433871122781,0.03298969072164933,0,0,0,9.17,0.04574138132007333,0.0,0,0,0,1.03,0.039609138095045876,0.019417475728155355,0,0,0,13.96,0.04843206210651818,0.04226361031518636,0,0,0,457.21,0.039277581417962004,0.02436517136545567,0,0,0,524.94,0.04162081745035984,,1,0,0
2012-03-06,6.84,-0.04990344009849634,0.09649122807017546,0,0,0,4.69,-0.0335461224912037,0.07036247334754779,0,0,0,8.92,-0.027641339676455434,0.07511210762331838,0,0,0,1.0,-0.02955880224154443,0.08000000000000007,0,0,0,13.52,-0.032026026719408573,0.05399408284023672,0,0,0,445.0,-0.027068521781187904,0.05204494382022465,0,0,0,508.41,-0.031995761672838796,0.05414921028303934,0,0,0
2012-03-07,6.84,0.0,0.03216374269005844,0,0,0,4.81,0.025264501659481686,0.03534303534303533,0,0,0,8.84,-0.009009069942365944,0.04751131221719456,0,0,0,1.01,0.009950330853168092,0.04950495049504955,0,0,0,13.67,0.011033580121040387,0.01609363569861014,0,0,0,444.02,-0.002204675703468162,0.023782712490428366,0,0,0,505.9,-0.004949187375499875,0.022356196876853137,0,0,0
2012-03-08,6.51,-0.04944827541398111,0.05376344086021514,0,0,0,4.73,-0.016771881613828032,0.03594080338266383,0,0,0,8.76,-0.009090971701251949,0.047945205479452045,0,0,0,0.96,-0.05077232537342326,0.041666666666666706,0,0,0,13.37,-0.022190259622006714,0.022438294689603646,0,0,0,431.66,-0.028231365131947683,0.02742899504239442,0,0,0,489.05,-0.033874287561387995,0.029322155198854873,0,0,0
2012-03-09,6.6,0.013730192811901798,0.03939393939393936,0,0,0,4.73,0.0,0.025369978858350784,0,0,0,9.01,0.02813916667194638,0.02774694783573807,0,0,0,0.96,0.0,0.04166666666666659,0,0,0,13.3,-0.005249355886143281,0.011278195488721696,0,0,0,432.11,0.0010419441302937926,0.025086204901529643,0,0,0,487.03,-0.004139010908504659,0.027472640289099227,0,0,0
2012-03-12,6.34,-0.04019088058324516,0.026813880126182955,0,0,0,4.73,0.0,0.008456659619450324,0,0,0,8.84,-0.019048194970694432,0.06561085972850679,0,0,0,0.92,-0.04255961441879585,0.054347826086956444,0,0,0,13.37,0.005249355886143281,0.01121914734480169,0,0,0,428.02,-0.009510261999123415,0.021447595906733348,0,0,0,482.65,-0.00903396953337321,0.02044960116026107,0,0,0
2012-03-13,6.46,0.0187505493453759,0.01857585139318887,0,0,0,4.77,0.008421102396408031,0.00838574423480066,0,0,0,8.42,-0.048677048395316724,0.040380047505938224,0,0,0,0.92,0.0,0.021739130434782625,0,0,0,13.37,0.0,0.01121914734480169,0,0,0,429.39,0.003195673402240473,0.013740422459768588,0,0,0,486.42,0.007780694933046561,0.016508367254635854,0,0,0
2012-03-14,6.55,0.01383573185265008,0.01832061068702292,0,0,0,4.77,0.0,0.016771488469601508,0,0,0,8.76,0.039586076694064776,0.05707762557077626,0,0,0,0.92,0.0,0.04347826086956513,0,0,0,13.37,0.0,0.011219147344801823,0,0,0,433.86,0.010356304550680484,0.01846217673904022,0,0,0,491.23,0.00984000165883181,0.01935956680170183,0,0,0
2012-03-15,6.7,0.022642476749759943,0.0388059701492537,0,0,0,4.94,0.035019026299581535,0.03441295546558721,0,0,0,8.34,-0.04913268857764441,0.05035971223021582,0,0,0,0.97,0.05292240145434244,0.0721649484536082,0,0,0,13.52,0.011156679500966327,0.011094674556213045,0,0,0,441.85,0.018248556549098183,0.027520651804911225,0,0,0,502.82,0.023319803285910545,0.03231772801400103,0,0,0
2012-03-16,6.39,-0.04737325800747705,0.05477308294209711,0,0,0,4.94,0.0,0.0161943319838055,0,0,0,8.17,-0.020594307498744246,0.07099143206854346,0,0,0,0.92,-0.05292240145434244,0.08695652173913039,0,0,0,13.37,-0.011156679500966327,0.011219147344801823,0,0,0,438.52,-0.007565037157674759,0.02690869287603761,0,0,0,496.87,-0.01190383070752965,0.03004810111296719,0,0,0
2012-03-19,6.7,0.04737325800747705,0.03582089552238809,0,0,0,4.94,0.0,0.026315789473684365,0,0,0,8.17,0.0,0.030599755201958383,0,0,0,0.93,0.01081091610421564,0.043010752688171956,0,0,0,13.37,0.0,0.01121914734480169,0,0,0,438.07,-0.0010267058477273494,0.016709658273791846,0,0,0,497.22,0.0007041616241227899,0.018885000603354737,0,0,0
2012-03-20,7.03,0.048079179425652985,0.044096728307254696,0,0,0,4.9,-0.008130126083250255,0.008163265306122455,0,0,0,8.34,0.020594307498744246,0.04076738609112708,0,0,0,0.95,0.021277398447284795,0.010526315789473694,0,0,0,13.37,0.0,0.01121914734480169,0,0,0,440.29,0.005054885757762584,0.014831134025301573,0,0,0,501.29,0.008152191846635404,0.014342995072712398,0,0,0
2012-03-21,7.05,0.002840911001603885,0.02695035460992901,0,0,0,4.9,0.0,0.01836734693877566,0,0,0,8.34,0.0,0.019184652278177474,0,0,0,0.97,0.020834086902842004,0.041237113402061897,0,0,0,13.37,0.0,0.005983545250560963,0,0,0,445.77,0.012369523219991407,0.015972362429055354,0,0,0,506.8,0.01093167251134286,0.017975532754538306,0,0,0
2012-03-22,7.1,0.007067167223092419,0.02676056338028162,0,0,0,4.81,-0.01853812099891128,0.018711018711018868,0,0,0,8.34,0.0,0.02398081534772174,0,0,0,0.96,-0.010362787035546592,0.020833333333333353,0,0,0,13.37,0.0,0.005983545250560963,0,0,0,445.67,-0.00022435609893989295,0.014539906208629744,0,0,0,505.54,-0.002489283542359111,0.01315425090002776,0,0,0
2012-03-23,7.0,-0.014184634991956546,0.024285714285714275,0,0,0,4.85,0.008281620831722014,0.008247422680412378,0,0,0,8.59,0.02953551962550849,0.02910360884749709,0,0,0,0.96,0.0,0.010416666666666676,0,0,0,14.03,0.04818450300051813,0.04704205274411975,0,0,0,454.1,0.018738670266479573,0.013895617705351249,0,0,0,512.84,0.014336740779874901,,1,0,0
2012-03-26,6.98,-0.002861232281031967,0.01719197707736391,0,0,0,4.85,0.0,0.008247422680412378,0,0,0,8.92,0.037697210595753816,0.04596412556053813,0,0,0,0.96,0.0,0.010416666666666676,0,0,0,13.81,-0.01580492669316902,0.03186097031136854,0,0,0,459.26,0.01129906038681927,0.01698384357444587,0,0,0,517.27,0.008601076215874137,0.016625746708682165,0,0,0
2012-03-27,6.74,-0.034988991850065654,0.035608308605341275,0,0,0,4.81,-0.008281620831722014,0.016632016632016647,0,0,0,8.51,-0.047054004006635175,0.04817861339600472,0,0,0,0.95,-0.010471299867295412,0.02105263157894739,0,0,0,13.52,-0.021222896806382785,0.021449704142011902,0,0,0,445.9,-0.029521786857293897,,1,0,0,502.41,-0.029148462485877324,0.02651221114229413,0,0,0
2012-03-28,6.86,0.017647516813578346,0.030612244897959176,0,0,0,4.85,0.008281620831722014,0.024742268041236953,0,0,0,8.09,-0.050613211514882295,0.009888751545117438,0,0,0,0.95,0.0,0.010526315789473694,0,0,0,13.67,0.011033580121040387,0.01609363569861014,0,0,0,446.32,0.0009414719038423058,0.022607098046244792,0,0,0,504.54,0.0042306036583648066,0.022515558726761035,0,0,0
2012-03-29,6.79,-0.010256500167189264,0.03534609720176734,0,0,0,4.85,0.0,0.01855670103092799,0,0,0,7.88,-0.026300827200612442,0.0583756345177666,0,0,0,0.95,0.0,0.010526315789473694,0,0,0,13.52,-0.011033580121040387,0.011094674556213045,0,0,0,439.63,-0.015102719478259807,0.021700065964561026,0,0,0,498.48,-0.012083654836895441,0.01933878992136091,0,0,0
2012-03-30,6.86,0.010256500167189264,0.017492711370262405,0,0,0,4.85,0.0,0.026804123711340368,0,0,0,8.01,0.01636285721047992,0.0212234706616729,0,0,0,0.96,0.010471299867295412,0.020833333333333353,0,0,0,13.45,-0.005190964566969658,0.010408921933085544,0,0,0,441.03,0.003179436284971082,0.013876607033535144,0,0,0,500.07,0.003184620387139958,0.012738216649669055,0,0,0
2012-04-03,6.88,0.0029112102074582147,0.0218023255813954,0,0,0,4.85,0.0,0.010309278350515611,0,0,0,8.01,0.0,0.011235955056179758,0,0,0,0.97,0.010362787035546592,0.010309278350515474,0,0,0,13.59,0.010355122115204285,0.01618837380426789,0,0,0,445.77,0.010690223592381365,0.013257958139847833,0,0,0,505.77,0.01133393187271281,0.013998457797022443,0,0,0
2012-04-04,6.84,-0.005830920310793131,0.017543859649122823,0,0,0,4.85,0.0,0.01855670103092799,0,0,0,7.76,-0.03170842688514064,0.03221649484536083,0,0,0,0.96,-0.010362787035546592,0.03125000000000003,0,0,0,13.59,0.0,0.00515084621044888,0,0,0,439.77,-0.013551260966316647,0.017622848307069606,0,0,0,500.28,-0.010914078815113193,0.01515151515151512,0,0,0
2012-04-05,6.84,0.0,0.010233918128655012,0,0,0,4.98,0.026451186087169898,0.04216867469879517,0,0,0,7.76,0.0,0.03221649484536083,0,0,0,0.98,0.0206192872027357,0.051020408163265356,0,0,0,13.59,0.0,0.011037527593819011,0,0,0,444.93,0.011665103451932168,0.020520081810621885,0,0,0,507.35,0.014033159044386068,0.019335764265300093,0,0,0
2012-04-06,6.81,-0.00439561147303813,0.014684287812041195,0,0,0,4.98,0.0,0.008032128514056052,0,0,0,7.84,0.010256500167189042,0.015306122448979605,0,0,0,0.97,-0.010256500167189108,0.03092783505154642,0,0,0,13.82,0.016782590176471324,0.010853835021707696,0,0,0,447.44,0.005625484091351218,0.009744323261219412,0,0,0,511.51,0.008166034817614687,0.0114953764344783,0,0,0
2012-04-09,6.81,0.0,0.013215859030837114,0,0,0,5.02,0.008000042667076102,0.01593625498007952,0,0,0,7.76,-0.010256500167189042,0.03221649484536083,0,0,0,0.97,0.0,0.041237113402061897,0,0,0,13.74,-0.005805531545320708,0.005822416302765653,0,0,0,450.73,0.0073260400920727164,0.00863044394648678,0,0,0,515.64,0.008041712032197168,0.007660383213094495,0,0,0
2012-04-10,6.91,0.014577517618157732,0.02170767004341539,0,0,0,5.02,0.0,0.01593625498007952,0,0,0,7.67,-0.011665718815962567,0.011734028683181207,0,0,0,0.98,0.010256500167189108,0.04081632653061228,0,0,0,13.67,-0.0051076360583448555,0.010972933430870545,0,0,0,450.85,0.0002661993405101981,0.015415326605301071,0,0,0,517.4,0.0034074221770250546,0.015597216853498139,0,0,0
2012-04-11,7.0,0.01294051127573459,0.017142857142857158,0,0,0,5.23,0.040981344373193895,0.040152963671128264,0,0,0,7.88,0.027011288490623286,0.031725888324873094,0,0,0,1.03,0.049761509559063895,0.03883495145631071,0,0,0,13.67,0.0,0.010972933430870545,0,0,0,458.74,0.01734891082015455,0.013188298382526074,0,0,0,527.63,0.01957901073321988,0.015313761537441087,0,0,0
2012-04-12,7.29,0.04059339696525366,0.03840877914951992,0,0,0,5.27,0.00761908447643922,0.015180265654648802,0,0,0,7.96,0.010101095986503772,0.02638190954773869,0,0,0,1.08,0.04740223889458396,0.018518518518518535,0,0,0,13.67,0.0,0.010972933430870545,0,0,0,465.26,0.014112788345827632,0.015797618535872342,0,0,0,537.28,0.018124093404026986,0.020212924359737754,0,0,0
2012-04-13,7.38,0.012270092591814219,0.028455284552845524,0,0,0,5.1,-0.03278982282299081,0.03333333333333332,0,0,0,7.92,-0.005037794029957077,0.03156565656565657,0,0,0,1.07,-0.00930239266231353,0.028037383177570117,0,0,0,13.59,-0.00586942257280576,0.011037527593819011,0,0,0,462.52,-0.005906589851136346,0.012669722390383149,0,0,0,532.3,-0.009312133710464465,0.015743002066503843,0,0,0
2012-04-16,7.71,0.04374454896285718,0.04669260700389109,0,0,0,5.19,0.017493157447517227,0.02312138728323684,0,0,0,8.13,0.026169717733384612,0.03198031980319811,0,0,0,1.12,0.045670036833188404,0.04464285714285718,0,0,0,13.59,0.0,0.011037527593819011,0,0,0,468.26,0.012333897948585637,0.019091957459531024,0,0,0,539.17,0.012823679889340411,0.02203386686944748,0,0,0
2012-04-17,8.09,0.048110543495162084,0.046971569839307774,0,0,0,5.23,0.007677580899034364,0.02294455066921591,0,0,0,8.26,0.01586366397316752,0.03026634382566586,0,0,0,1.11,-0.008968669982760413,0.03603603603603586,0,0,0,13.59,0.0,0.00515084621044888,0,0,0,472.84,0.00973336767282973,0.015523221385669639,0,0,0,544.13,0.009157268827203247,0.01644827522834625,0,0,0
2012-04-18,8.0,-0.011187189390564622,0.053749999999999964,0,0,0,5.19,-0.007677580899034364,0.015414258188824505,0,0,0,8.3,0.004830927269665608,0.03975903614457832,0,0,0,1.07,-0.03670136685042799,0.056074766355140235,0,0,0,13.59,0.0,0.011037527593819011,0,0,0,472.16,-0.0014391536875475452,0.015905625211792594,0,0,0,541.6,-0.004660467297189719,0.020107090103397316,0,0,0
2012-04-19,7.93,-0.008788506033079013,0.027742749054224546,0,0,0,4.98,-0.04130380614123563,0.0502008032128514,0,0,0,8.26,-0.004830927269665608,0.02542372881355921,0,0,0,1.04,-0.028437935320533535,0.03846153846153849,0,0,0,13.44,-0.011098893068048898,0.011160714285714312,0,0,0,467.08,-0.010817361987115248,0.017170506123148032,0,0,0,533.68,-0.014731313196805651,0.017857142857142808,0,0,0
2012-04-20,7.78,-0.01909669745645637,0.033419023136246756,0,0,0,4.94,-0.008064559836730378,0.04251012145748987,0,0,0,8.22,-0.0048543784647980814,0.025547445255474338,0,0,0,1.04,0.0,0.03846153846153849,0,0,0,13.44,0.0,0.005952380952380958,0,0,0,465.72,-0.0029159540386984872,0.016297346044833752,0,0,0,533.74,0.00011242060306759782,0.01869824259002514,0,0,0
2012-04-23,7.76,-0.0025740039951731575,0.01417525773195869,0,0,0,4.9,-0.008130126083250255,0.040816326530612096,0,0,0,8.26,0.0048543784647980814,0.015738498789346127,0,0,0,1.04,0.0,0.03846153846153849,0,0,0,13.44,0.0,0.005952380952380958,0,0,0,465.17,-0.0011816649958609204,0.009867360319882999,0,0,0,533.6,-0.0002623344029135666,0.010269865067466301,0,0,0
2012-04-24,7.71,-0.006464146619888922,0.018158236057068816,0,0,0,5.02,0.024194728587056735,0.01593625498007952,0,0,0,8.26,0.0,0.015738498789346127,0,0,0,1.06,0.019048194970694494,0.028301886792452855,0,0,0,13.44,0.0,0.005208333333333355,0,0,0,465.65,0.00103134879471245,0.012090626006657352,0,0,0,534.89,0.00241462367784262,0.013385929817345564,0,0,0
2012-04-25,7.71,0.0,0.020752269779507154,0,0,0,5.06,0.00793654959573642,0.02569169960474324,0,0,0,8.26,0.0,0.010895883777239693,0,0,0,1.1,0.03704127168034911,0.027272727272727296,0,0,0,13.44,0.0,0.011160714285714312,0,0,0,472.87,0.01538623031080455,0.009156850720071143,0,0,0,542.78,0.01464296301884005,0.009819816500239584,0,0,0
2012-04-26,7.69,-0.002597404057685715,0.011703511053315976,0,0,0,4.98,-0.01593659226281252,0.034136546184738936,0,0,0,8.34,0.009638628837768781,0.014388489208633,0,0,0,1.07,-0.02765153133051007,0.028037383177570117,0,0,0,13.59,0.011098893068048898,0.03311258278145703,0,0,0,470.21,-0.005641105852927986,0.011122689861976603,0,0,0,538.1,-0.008659664802721956,0.012748559747258898,0,0,0
2012-04-27,7.81,0.015484180334042197,0.024327784891165223,0,0,0,4.98,0.0,0.016064257028112285,0,0,0,8.42,0.009546611883579637,0.009501187648456066,0,0,0,1.08,0.00930239266231353,0.009259259259259267,0,0,0,13.52,-0.005164157548234627,0.0051775147928994295,0,0,0,473.77,0.007542568438846153,0.010110391118053107,0,0,0,541.2,0.005744479801258251,0.00861049519586099,0,0,0
2012-05-02,7.81,0.0,0.01792573623559535,0,0,0,5.19,0.04130380614123563,0.007707129094412337,0,0,0,8.51,0.010632114331047493,0.03995299647473559,0,0,0,1.05,-0.028170876966696352,0.028571428571428595,0,0,0,13.52,0.0,0.0059171597633136145,0,0,0,472.46,-0.0027688845987769994,0.015599204165432005,0,0,0,539.72,-0.0027384097340457103,0.014841028681538557,0,0,0
2012-05-03,7.76,-0.00642262965646756,0.018041237113402022,0,0,0,5.44,0.047045363690054076,0.014705882352941188,0,0,0,8.51,0.0,0.019976498237367794,0,0,0,1.05,0.0,0.019047619047619063,0,0,0,13.44,-0.0059347355198142715,0.011160714285714312,0,0,0,468.8,-0.00777684900281006,0.017214163822525583,0,0,0,536.1,-0.0067297757290951665,0.01824286513710145,0,0,0
2012-05-04,7.83,0.0089801758075847,0.03703703703703704,0,0,0,5.52,0.014598799421152497,0.02173913043478247,0,0,0,8.67,0.018626848207167868,0.02883506343713956,0,0,0,1.08,0.028170876966696352,0.0277777777777778,0,0,0,13.44,0.0,0.011160714285714312,0,0,0,476.32,0.015913659004663572,0.015094894188780766,0,0,0,542.5,0.01186737458112308,0.015483870967742104,0,0,0
2012-05-07,7.97,0.01772198279941195,0.017565872020075243,0,0,0,5.61,0.01617285924560119,0.023172905525846683,0,0,0,8.67,0.0,0.03921568627450979,0,0,0,1.09,0.009216655104924018,0.027522935779816536,0,0,0,13.44,0.0,0.011160714285714312,0,0,0,486.31,0.020756383369056053,0.010816146079661103,0,0,0,552.3,0.017903291492526563,0.011117146478363184,0,0,0
2012-05-08,7.97,0.0,0.02132998745294866,0,0,0,5.56,-0.008952611272114108,0.02338129496402892,0,0,0,8.67,0.0,0.018454440599769337,0,0,0,1.12,0.027150989065950856,0.053571428571428416,0,0,0,13.44,0.0,0.005952380952380958,0,0,0,488.07,0.003612557552666651,0.012682607003093814,0,0,0,557.02,0.008509769018243851,0.016013787655739603,0,0,0
2012-05-09,8.09,0.01494423826827651,0.029666254635352204,0,0,0,5.52,-0.007220247973487082,0.014492753623188259,0,0,0,8.59,-0.009270054796286509,0.018626309662398154,0,0,0,1.12,0.0,0.035714285714285546,0,0,0,13.52,0.0059347355198142715,0.011094674556213045,0,0,0,487.62,-0.0009224241960206214,0.010582010582010633,0,0,0,557.35,0.0005922629102474986,0.0108549385484883,0,0,0
2012-05-10,8.35,0.03163280779236377,0.03592814371257494,0,0,0,5.48,-0.007272759329079559,0.014598540145985252,0,0,0,8.59,0.0,0.018626309662398154,0,0,0,1.12,0.0,0.026785714285714107,0,0,0,13.44,-0.0059347355198142715,0.011160714285714312,0,0,0,486.07,-0.0031837675426089618,0.01783693706667767,0,0,0,554.74,-0.004693873323302178,0.01770198651620588,0,0,0
